,0
1356,-5724268633061.711
1357,34296679223228.9
1358,66504705627899.766
1359,79554524375612.5
1360,19969414972862.746
1361,38158274750271.51
1362,73156298841948.36
1363,31258653471356.06
1364,56708543398848.586
1365,11023783837030.807
1366,46085342127421.43
1367,71249125209115.47
1368,13968823232565.691
1369,22127371361844.242
1370,40829969637670.336
1371,136389473103052.7
1372,99677022641054.97
1373,12789117180147.754
1374,31672238225520.33
1375,7545158035363.624
1376,75817375339386.12
1377,12340825986240.88
1378,7538230999285.979
1379,76502123642966.7
1380,42580347969244.45
1381,70038878772344.11
1382,36736013393092.49
1383,52109131052339.766
1384,33112904313511.7
1385,41210346107919.086
1386,50823295308298.77
1387,76334226082188.8
1388,11593564873730.777
1389,77742259350584.34
1390,17186218182535.7
1391,68000274646365.055
1392,58358273250366.09
1393,50563663168644.195
1394,85297564167928.69
1395,10042301445286.785
1396,7635362352012.563
1397,83387306816251.06
1398,10320926708373.014
1399,72967956328242.9
1400,68939605084215.81
1401,9074741892626.348
1402,29508840256887.465
1403,21522365430875.38
1404,57992878652138.29
1405,12803136699436.885
1406,-362274518321.26447
1407,7825416548977.341
1408,15590269566998.754
1409,79842921716808.2
1410,79631820484979.6
1411,-6097764118023.121
1412,21857062898981.0
1413,73608283588387.16
1414,57557257199052.83
1415,35597690976433.68
1416,25856823965653.492
1417,8622621919930.727
1418,53269386119802.87
1419,31282127922820.715
1420,13793658271096.207
1421,60129397902560.586
1422,52202298338089.67
1423,18960411472289.76
1424,25539828536081.824
1425,75126756825803.92
1426,28085524040270.92
1427,31534108299805.086
1428,4470970186063.427
1429,-1717833244349.2957
1430,12302323801464.527
1431,16891906664302.145
1432,21868427088871.15
1433,6315154601953.781
1434,138371423395023.1
1435,130411682224973.19
1436,78142695823078.73
1437,29615518362918.58
1438,24316720887667.75
1439,54406932327595.01
1440,87823256092055.88
1441,91933359174050.48
1442,130246720526930.17
1443,128173139850574.69
1444,-1184671786466649.5
1445,101940234322345.02
1446,9338134249245.648
1447,33893795125132.777
1448,38795051489633.48
1449,31392065377868.81
1450,14802598578205.47
1451,24749447596692.594
1452,24798198875133.05
1453,-1344140368158.7473
1454,-1344140366826.9998
1455,14802598577966.75
1456,94565825727830.38
1457,31218296347458.477
1458,63761462943116.34
